i	j	iLIS_best	iLIS_avg	ipTM_best
582	11400	0.352	0.258	0.57
799	4849	0.352	0.165	0.29
13033	487	0.352	0.121	0.68
8146	13990	0.352	0.133	0.52
11402	12334	0.352	0.080	0.72
6764	10544	0.352	0.118	0.47
7172	11599	0.352	0.128	0.38
8131	8108	0.352	0.139	0.65
8575	11402	0.352	0.071	0.68
9269	11507	0.352	0.088	0.59
4133	5984	0.352	0.216	0.75
394	7230	0.352	0.079	0.70
8007	7806	0.352	0.070	0.51
10617	2739	0.352	0.188	0.68
7730	12890	0.352	0.091	0.36
12167	8916	0.352	0.096	0.41
981	977	0.352	0.178	0.67
10452	9739	0.352	0.256	0.37
898	571	0.352	0.197	0.57
11412	7567	0.352	0.074	0.58
3661	3973	0.352	0.191	0.54
12667	394	0.352	0.150	0.67
13002	385	0.352	0.117	0.28
7611	9932	0.352	0.083	0.54
4133	8898	0.352	0.070	0.65
7557	12681	0.352	0.277	0.25
8861	11400	0.352	0.145	0.46
4422	242	0.352	0.070	0.69
2	7914	0.352	0.113	0.58
8993	12765	0.352	0.212	0.38
7982	6221	0.352	0.109	0.70
4849	7707	0.352	0.082	0.30
6899	394	0.352	0.070	0.76
7216	9840	0.352	0.261	0.36
7968	11751	0.352	0.070	0.59
11829	6221	0.352	0.186	0.47
7268	1032	0.352	0.276	0.47
2338	4131	0.352	0.093	0.58
799	236	0.352	0.156	0.56
4133	138	0.352	0.147	0.71
8993	1389	0.352	0.138	0.47
13871	10508	0.352	0.157	0.26
13026	6561	0.352	0.129	0.52
8040	3972	0.352	0.070	0.64
1417	13004	0.352	0.088	0.59
8914	8108	0.352	0.261	0.71
11605	732	0.352	0.075	0.37
8914	9708	0.352	0.315	0.40
6959	1526	0.352	0.166	0.68
12016	12042	0.352	0.070	0.59
12666	10484	0.352	0.096	0.74
555	4688	0.352	0.158	0.42
1138	3081	0.352	0.070	0.67
7180	11256	0.352	0.112	0.40
13519	129	0.352	0.070	0.32
12543	10981	0.352	0.283	0.33
900	2879	0.352	0.115	0.74
4688	5236	0.352	0.277	0.45
11026	11604	0.352	0.249	0.40
12016	11994	0.352	0.144	0.59
11256	9078	0.352	0.096	0.27
10333	7443	0.352	0.070	0.44
9276	1529	0.352	0.163	0.63
11463	9362	0.352	0.254	0.75
9934	14025	0.352	0.236	0.39
9776	11396	0.352	0.131	0.60
886	8956	0.352	0.264	0.45
13816	11609	0.351	0.149	0.36
13959	1860	0.351	0.182	0.30
13203	7221	0.351	0.151	0.59
11111	622	0.351	0.116	0.31
3046	11065	0.351	0.125	0.61
12495	1860	0.351	0.073	0.62
7757	11410	0.351	0.189	0.49
1566	10280	0.351	0.137	0.60
13519	9361	0.351	0.227	0.55
9987	11450	0.351	0.109	0.74
1529	7413	0.351	0.070	0.60
3261	4849	0.351	0.254	0.30
12848	61	0.351	0.158	0.30
10774	6648	0.351	0.095	0.65
4133	7277	0.351	0.079	0.69
1529	1686	0.351	0.163	0.64
2333	9586	0.351	0.116	0.69
11464	13671	0.351	0.299	0.70
4133	8011	0.351	0.156	0.64
7765	1529	0.351	0.187	0.61
9755	12461	0.351	0.257	0.34
8286	12625	0.351	0.207	0.56
6466	504	0.351	0.225	0.74
14019	12531	0.351	0.101	0.45
1529	128	0.351	0.201	0.57
9800	8959	0.351	0.217	0.53
9800	8961	0.351	0.217	0.53
236	699	0.351	0.120	0.26
2250	10280	0.351	0.070	0.67
10212	13822	0.351	0.086	0.75
11864	11213	0.351	0.134	0.78
2338	1097	0.351	0.150	0.59
11596	7980	0.351	0.256	0.51
7241	9291	0.351	0.106	0.38
11400	1518	0.351	0.130	0.59
7390	897	0.351	0.225	0.59
8641	448	0.351	0.207	0.63
1987	12517	0.351	0.264	0.66
8537	6117	0.351	0.228	0.40
8997	2089	0.351	0.070	0.63
13031	1860	0.351	0.209	0.53
586	7010	0.351	0.102	0.54
11976	13178	0.351	0.070	0.41
407	2930	0.351	0.131	0.45
7900	11396	0.351	0.108	0.67
12869	11507	0.351	0.070	0.75
12869	1071	0.351	0.131	0.47
9485	9186	0.351	0.278	0.52
30	4408	0.351	0.070	0.62
6732	9666	0.351	0.267	0.50
8001	2739	0.351	0.130	0.62
6147	9934	0.351	0.228	0.37
12250	11917	0.351	0.110	0.59
11122	11373	0.351	0.144	0.54
7093	11795	0.351	0.132	0.50
2491	1642	0.351	0.136	0.36
11024	897	0.351	0.106	0.52
12007	11985	0.351	0.145	0.33
799	12119	0.351	0.125	0.34
12681	138	0.351	0.070	0.26
11607	10981	0.351	0.094	0.59
11412	11822	0.351	0.224	0.65
11524	195	0.351	0.234	0.64
11629	12803	0.351	0.252	0.50
12837	8883	0.351	0.119	0.30
11463	7920	0.351	0.182	0.71
8869	1144	0.351	0.184	0.41
11746	12290	0.351	0.100	0.59
11973	11	0.351	0.070	0.72
233	10466	0.351	0.070	0.76
11891	13988	0.351	0.133	0.56
11900	8367	0.351	0.172	0.44
10197	10575	0.351	0.140	0.66
9290	8651	0.351	0.101	0.62
11464	8075	0.351	0.208	0.64
7708	8009	0.351	0.124	0.34
11450	129	0.351	0.144	0.69
992	478	0.350	0.070	0.39
8871	11400	0.350	0.121	0.58
7216	8077	0.350	0.147	0.39
425	1549	0.350	0.293	0.58
12834	6727	0.350	0.144	0.49
12509	1144	0.350	0.113	0.40
2250	12503	0.350	0.082	0.60
8943	9298	0.350	0.070	0.47
6889	11396	0.350	0.270	0.67
8108	668	0.350	0.261	0.49
11967	1529	0.350	0.140	0.43
3090	9284	0.350	0.202	0.51
8129	6408	0.350	0.064	0.25
9311	2739	0.350	0.217	0.61
8220	5916	0.350	0.070	0.60
11464	7766	0.350	0.088	0.62
1526	139	0.350	0.165	0.58
9424	11601	0.350	0.128	0.65
13519	829	0.350	0.112	0.57
12539	898	0.350	0.185	0.50
11152	11396	0.350	0.204	0.75
9106	11608	0.350	0.197	0.37
11412	5523	0.350	0.074	0.64
13313	1389	0.350	0.238	0.49
9328	9794	0.350	0.234	0.44
7268	7943	0.350	0.104	0.35
11609	1518	0.350	0.128	0.38
10333	13559	0.350	0.073	0.66
13158	11397	0.350	0.240	0.72
6506	4849	0.350	0.147	0.32
10796	6561	0.350	0.123	0.62
11192	7670	0.350	0.106	0.49
7219	9313	0.350	0.140	0.59
2338	13302	0.350	0.070	0.54
992	12481	0.350	0.224	0.71
13512	8654	0.350	0.073	0.50
12156	2569	0.350	0.081	0.54
13519	3784	0.350	0.156	0.68
11450	13253	0.350	0.133	0.76
8959	12496	0.350	0.070	0.61
8961	12496	0.350	0.070	0.61
7216	7760	0.350	0.158	0.71
278	67	0.350	0.179	0.28
12681	8938	0.350	0.285	0.28
13512	1271	0.350	0.073	0.42
9840	11601	0.350	0.171	0.66
6229	9958	0.350	0.070	0.39
6260	3019	0.350	0.168	0.37
8146	11822	0.350	0.114	0.53
11021	9680	0.350	0.073	0.41
10196	7759	0.350	0.138	0.57
683	9986	0.350	0.132	0.26
595	8387	0.350	0.079	0.79
7076	9934	0.350	0.186	0.45
11026	12240	0.350	0.134	0.32
9682	13490	0.350	0.182	0.70
6561	782	0.350	0.070	0.63
992	9587	0.350	0.145	0.24
8703	8993	0.350	0.172	0.41
8108	11588	0.350	0.070	0.65
627	2285	0.350	0.156	0.53
240	5024	0.350	0.133	0.66
8085	12536	0.350	0.196	0.57
12203	12576	0.350	0.306	0.25
2789	8686	0.350	0.160	0.32
9456	11608	0.350	0.228	0.39
467	6996	0.350	0.070	0.62
11017	866	0.350	0.188	0.61
13989	240	0.350	0.070	0.57
12081	7008	0.350	0.084	0.23
6899	11507	0.350	0.119	0.79
7229	12917	0.350	0.148	0.36
1414	10280	0.350	0.126	0.72
13854	898	0.350	0.240	0.55
12681	668	0.350	0.155	0.24
7555	4260	0.350	0.070	0.16
10288	7240	0.350	0.157	0.62
11448	7005	0.350	0.119	0.62
11400	13253	0.350	0.118	0.62
12156	11065	0.350	0.124	0.64
13851	4427	0.350	0.298	0.48
10640	5600	0.350	0.070	0.53
11958	12842	0.350	0.070	0.32
13407	4688	0.349	0.073	0.35
11181	10360	0.349	0.197	0.52
852	7216	0.349	0.102	0.39
900	8719	0.349	0.164	0.70
1138	1131	0.349	0.137	0.61
8574	4849	0.349	0.195	0.29
12427	13884	0.349	0.113	0.60
8641	6561	0.349	0.086	0.56
11263	9958	0.349	0.170	0.37
11321	10212	0.349	0.153	0.72
8146	486	0.349	0.268	0.57
8958	12496	0.349	0.098	0.61
7747	11780	0.349	0.101	0.69
2	11751	0.349	0.167	0.67
3850	9615	0.349	0.244	0.55
8026	4190	0.349	0.133	0.60
7241	7128	0.349	0.070	0.62
5952	2598	0.349	0.119	0.52
13851	13026	0.349	0.092	0.48
7763	8108	0.349	0.078	0.64
1860	7759	0.349	0.074	0.44
7216	10646	0.349	0.140	0.42
1967	4166	0.349	0.136	0.55
1577	897	0.349	0.203	0.49
13407	8806	0.349	0.108	0.62
1017	9105	0.349	0.249	0.57
11917	11749	0.349	0.157	0.60
13407	2338	0.349	0.120	0.60
7808	14024	0.349	0.319	0.64
12851	10577	0.349	0.072	0.77
11411	7743	0.349	0.318	0.65
3	10981	0.349	0.206	0.69
13407	11605	0.349	0.165	0.43
10778	8993	0.349	0.279	0.43
9549	4849	0.349	0.070	0.32
7241	13249	0.349	0.192	0.52
12890	9957	0.349	0.193	0.79
10163	12851	0.349	0.272	0.73
12935	10484	0.349	0.070	0.72
13406	10621	0.349	0.190	0.33
12119	3269	0.349	0.229	0.45
978	6344	0.349	0.035	0.54
626	4133	0.349	0.132	0.61
9783	6293	0.349	0.070	0.57
7268	10952	0.349	0.283	0.49
4133	4156	0.349	0.070	0.71
13816	11399	0.349	0.220	0.53
898	12132	0.349	0.070	0.51
3514	3661	0.349	0.070	0.50
11394	9277	0.349	0.146	0.72
2569	10280	0.349	0.251	0.51
7768	243	0.349	0.182	0.57
9776	11397	0.349	0.071	0.58
7076	897	0.349	0.096	0.58
11256	11827	0.349	0.116	0.34
8289	13270	0.349	0.129	0.39
11401	11754	0.349	0.140	0.44
2739	12256	0.349	0.160	0.51
816	11448	0.349	0.145	0.55
8011	11396	0.349	0.158	0.67
11972	11974	0.349	0.217	0.45
11510	670	0.349	0.213	0.61
13995	13559	0.349	0.070	0.61
11398	10792	0.349	0.102	0.61
898	7517	0.349	0.145	0.53
3150	10779	0.349	0.070	0.47
7272	13873	0.349	0.313	0.51
4690	13763	0.349	0.246	0.56
12484	11610	0.349	0.120	0.63
12837	9928	0.349	0.122	0.34
13037	9933	0.349	0.070	0.49
13109	3512	0.349	0.070	0.43
1518	11615	0.349	0.088	0.33
7539	13512	0.349	0.169	0.36
11613	1526	0.349	0.123	0.55
13912	12851	0.349	0.086	0.74
7474	11604	0.349	0.082	0.46
795	240	0.349	0.070	0.72
11606	12256	0.349	0.139	0.40
7539	1860	0.349	0.090	0.44
5454	4446	0.349	0.288	0.25
12831	897	0.349	0.073	0.51
1131	11608	0.349	0.072	0.37
6891	12019	0.349	0.087	0.48
3002	8108	0.349	0.130	0.65
7183	7913	0.349	0.097	0.38
1012	9828	0.349	0.176	0.22
12080	11971	0.349	0.128	0.57
899	1443	0.349	0.181	0.66
9362	236	0.348	0.282	0.64
43	13851	0.348	0.233	0.42
6091	11924	0.348	0.107	0.54
8071	7980	0.348	0.148	0.42
10772	11399	0.348	0.070	0.50
9344	1166	0.348	0.072	0.31
3238	4195	0.348	0.259	0.35
3267	8651	0.348	0.073	0.60
11401	11367	0.348	0.285	0.39
11615	7426	0.348	0.221	0.33
11090	2524	0.348	0.070	0.75
8993	776	0.348	0.070	0.50
7188	10197	0.348	0.125	0.41
13989	11609	0.348	0.080	0.39
612	1566	0.348	0.258	0.52
13512	6614	0.348	0.070	0.69
10958	12529	0.348	0.295	0.66
7086	6561	0.348	0.230	0.56
13851	6027	0.348	0.070	0.52
11450	8075	0.348	0.191	0.60
12928	11396	0.348	0.096	0.76
13512	8869	0.348	0.294	0.39
12644	11645	0.348	0.070	0.60
12059	11976	0.348	0.111	0.55
11192	1894	0.348	0.169	0.46
898	4446	0.348	0.164	0.48
8641	11448	0.348	0.071	0.60
5	11323	0.348	0.079	0.25
7385	11400	0.348	0.261	0.52
7999	10972	0.348	0.070	0.36
13671	3125	0.348	0.151	0.65
3661	5638	0.348	0.208	0.59
7895	1860	0.348	0.235	0.32
7520	7806	0.348	0.204	0.44
2569	9451	0.348	0.070	0.57
9739	2477	0.348	0.191	0.28
12397	8960	0.348	0.102	0.50
12135	11378	0.348	0.070	0.57
10212	9548	0.348	0.156	0.75
2824	3661	0.348	0.232	0.54
8071	11773	0.348	0.226	0.44
12569	6561	0.348	0.264	0.52
8129	6344	0.348	0.115	0.31
1891	1545	0.348	0.250	0.67
563	11609	0.348	0.138	0.35
7555	7577	0.348	0.223	0.41
1529	820	0.348	0.140	0.66
13989	9986	0.348	0.076	0.32
564	11411	0.348	0.152	0.64
13477	7596	0.348	0.198	0.26
11275	11696	0.348	0.070	0.60
8880	11411	0.348	0.239	0.62
11411	6889	0.348	0.228	0.74
11605	10478	0.348	0.070	0.51
1526	3201	0.348	0.073	0.67
8301	10346	0.348	0.070	0.45
12664	11604	0.348	0.123	0.43
6384	2621	0.348	0.122	0.45
9599	12068	0.348	0.111	0.49
8866	8108	0.348	0.200	0.58
898	7086	0.348	0.152	0.53
11401	9793	0.348	0.133	0.51
7221	10172	0.348	0.070	0.67
11412	10577	0.348	0.070	0.70
7184	3125	0.348	0.139	0.59
9933	13977	0.348	0.070	0.51
11122	5618	0.348	0.194	0.64
10447	11111	0.348	0.070	0.29
895	9934	0.348	0.085	0.52
1293	2524	0.348	0.126	0.63
8728	1860	0.348	0.070	0.55
13512	375	0.348	0.295	0.44
13672	11410	0.348	0.135	0.33
389	8861	0.348	0.117	0.36
2524	320	0.348	0.132	0.62
8940	12121	0.348	0.176	0.53
7174	8993	0.348	0.070	0.53
11122	10972	0.348	0.096	0.62
11603	7567	0.348	0.200	0.33
8946	1426	0.348	0.091	0.42
12010	653	0.347	0.143	0.58
12006	11979	0.347	0.122	0.46
12495	1071	0.347	0.095	0.67
1526	7567	0.347	0.105	0.58
807	11448	0.347	0.069	0.57
2591	13793	0.347	0.169	0.44
11695	3241	0.347	0.170	0.69
7241	11304	0.347	0.154	0.69
1144	820	0.347	0.069	0.45
8641	11394	0.347	0.093	0.76
8146	7767	0.347	0.318	0.56
9755	12155	0.347	0.280	0.51
2569	3411	0.347	0.069	0.62
7474	11192	0.347	0.099	0.52
1331	1617	0.347	0.140	0.62
9739	11360	0.347	0.238	0.75
11400	8164	0.347	0.213	0.55
1609	3673	0.347	0.103	0.60
11599	2184	0.347	0.128	0.39
11998	11994	0.347	0.069	0.52
2353	6293	0.347	0.069	0.64
11400	571	0.347	0.161	0.60
5871	13985	0.347	0.241	0.39
8009	12811	0.347	0.073	0.34
899	10780	0.347	0.137	0.68
12663	11065	0.347	0.069	0.52
11888	1529	0.347	0.137	0.58
11395	12166	0.347	0.193	0.59
12468	6890	0.347	0.138	0.38
6930	13422	0.347	0.268	0.53
7221	866	0.347	0.154	0.65
898	935	0.347	0.337	0.49
2524	3261	0.347	0.237	0.59
10555	11751	0.347	0.245	0.44
13041	3055	0.347	0.147	0.29
12328	233	0.347	0.069	0.65
12541	8938	0.347	0.127	0.65
918	11448	0.347	0.079	0.65
12529	10617	0.347	0.141	0.40
3396	897	0.347	0.133	0.53
13753	13827	0.347	0.305	0.40
12665	10484	0.347	0.208	0.67
10537	2285	0.347	0.080	0.53
11464	622	0.347	0.074	0.67
7988	9562	0.347	0.099	0.73
4133	13207	0.347	0.156	0.72
11111	5523	0.347	0.075	0.32
2	8133	0.347	0.086	0.69
10942	11394	0.347	0.155	0.72
11605	2708	0.347	0.218	0.40
8993	9649	0.347	0.085	0.40
235	7568	0.347	0.259	0.49
11450	9607	0.347	0.175	0.71
36	11192	0.347	0.165	0.53
850	898	0.347	0.178	0.52
11510	13147	0.347	0.075	0.65
8669	127	0.347	0.139	0.34
12681	12136	0.347	0.139	0.31
7597	13103	0.347	0.081	0.36
7186	2930	0.347	0.208	0.48
7767	7272	0.347	0.175	0.35
8577	10952	0.347	0.157	0.47
10529	13712	0.347	0.069	0.62
14025	7421	0.347	0.223	0.65
9733	8071	0.347	0.069	0.37
9792	1526	0.347	0.148	0.50
13512	1443	0.347	0.069	0.47
1313	11923	0.347	0.135	0.48
6926	4156	0.347	0.138	0.73
2879	7028	0.347	0.101	0.41
13519	794	0.347	0.123	0.57
11122	5351	0.347	0.217	0.64
13519	571	0.347	0.069	0.70
899	767	0.347	0.152	0.74
13512	582	0.347	0.265	0.21
2337	3004	0.347	0.107	0.29
9813	13276	0.347	0.142	0.33
9326	13017	0.347	0.199	0.28
12059	11977	0.347	0.110	0.44
11410	1016	0.347	0.080	0.64
11165	13033	0.347	0.328	0.67
486	8993	0.347	0.110	0.46
8108	10448	0.347	0.083	0.64
11400	8245	0.347	0.146	0.52
11398	7913	0.346	0.301	0.76
8360	13397	0.346	0.327	0.52
7806	13670	0.346	0.069	0.48
1529	10940	0.346	0.133	0.55
8721	2739	0.346	0.133	0.58
12834	626	0.346	0.071	0.24
3209	8220	0.346	0.074	0.61
11888	3125	0.346	0.117	0.59
9663	9932	0.346	0.083	0.65
5751	8108	0.346	0.107	0.54
6062	3476	0.346	0.069	0.72
9106	6221	0.346	0.142	0.44
12669	10952	0.346	0.156	0.44
11956	13890	0.346	0.172	0.45
11978	12059	0.346	0.069	0.58
11610	9249	0.346	0.087	0.74
4704	8071	0.346	0.069	0.63
8129	8133	0.346	0.138	0.33
13512	5023	0.346	0.069	0.45
13207	11596	0.346	0.250	0.48
9367	4849	0.346	0.211	0.29
8732	322	0.346	0.257	0.28
1103	8993	0.346	0.161	0.45
8371	11192	0.346	0.186	0.54
8017	11510	0.346	0.150	0.67
11864	10981	0.346	0.165	0.79
9571	13764	0.346	0.069	0.52
9779	11788	0.346	0.126	0.72
2285	12610	0.346	0.069	0.59
12013	8108	0.346	0.168	0.52
3376	11918	0.346	0.221	0.43
11065	11639	0.346	0.133	0.68
4690	12764	0.346	0.080	0.59
1071	12667	0.346	0.256	0.37
8146	66	0.346	0.121	0.44
6221	1443	0.346	0.069	0.50
13851	7390	0.346	0.088	0.25
11065	4592	0.346	0.300	0.53
7491	8396	0.346	0.104	0.64
2338	477	0.346	0.138	0.56
8615	244	0.346	0.115	0.63
6899	11639	0.346	0.148	0.32
9774	11397	0.346	0.269	0.76
5916	3703	0.346	0.171	0.56
7216	7230	0.346	0.069	0.65
8146	9612	0.346	0.130	0.57
8252	504	0.346	0.227	0.70
3210	10636	0.346	0.069	0.72
13479	9958	0.346	0.224	0.36
12681	6298	0.346	0.149	0.29
3125	1389	0.346	0.069	0.62
1414	127	0.346	0.069	0.28
1144	12254	0.346	0.116	0.44
7271	11608	0.346	0.116	0.76
4302	5494	0.346	0.081	0.49
13686	13823	0.346	0.161	0.34
11410	12185	0.346	0.268	0.48
12851	817	0.346	0.103	0.73
10958	2945	0.346	0.226	0.75
10329	13052	0.346	0.225	0.31
1377	1860	0.346	0.069	0.47
5351	11615	0.346	0.078	0.34
11754	12590	0.346	0.148	0.64
1418	3608	0.346	0.069	0.71
69	11394	0.346	0.172	0.76
3260	13955	0.346	0.308	0.65
13035	2569	0.346	0.078	0.58
12183	3	0.346	0.165	0.70
8071	11604	0.346	0.069	0.39
5987	6315	0.346	0.040	0.67
1566	2971	0.346	0.130	0.66
9562	293	0.346	0.159	0.62
11401	12851	0.346	0.226	0.76
7666	12762	0.346	0.268	0.37
11195	10484	0.346	0.069	0.63
6082	7279	0.346	0.069	0.65
7673	5776	0.345	0.082	0.81
7216	10801	0.345	0.307	0.43
1271	992	0.345	0.073	0.46
2569	9246	0.345	0.091	0.54
8354	8232	0.345	0.093	0.49
9914	9958	0.345	0.075	0.37
6127	8108	0.345	0.094	0.66
8395	11615	0.345	0.132	0.37
8000	11111	0.345	0.202	0.34
11819	11448	0.345	0.296	0.68
8860	11122	0.345	0.112	0.57
9966	8938	0.345	0.108	0.56
10676	3320	0.345	0.110	0.79
13995	11412	0.345	0.158	0.65
582	11410	0.345	0.293	0.44
11400	3795	0.345	0.069	0.56
8019	3125	0.345	0.069	0.59
11065	6533	0.345	0.237	0.59
8644	11464	0.345	0.167	0.64
9680	6178	0.345	0.105	0.51
10792	6794	0.345	0.103	0.41
11395	9733	0.345	0.069	0.62
12487	11065	0.345	0.116	0.57
1566	668	0.345	0.238	0.53
2739	13280	0.345	0.245	0.60
11450	1200	0.345	0.106	0.63
2335	11752	0.345	0.252	0.23
10117	9934	0.345	0.113	0.45
7978	12202	0.345	0.127	0.54
13988	8232	0.345	0.182	0.49
9008	13957	0.345	0.286	0.60
900	12804	0.345	0.176	0.71
12019	504	0.345	0.256	0.40
11888	11608	0.345	0.274	0.37
9739	5909	0.345	0.258	0.77
11762	8166	0.345	0.093	0.50
7602	9901	0.345	0.083	0.42
918	11450	0.345	0.069	0.72
12013	1529	0.345	0.070	0.63
13095	9934	0.345	0.106	0.45
800	2783	0.345	0.235	0.71
1017	992	0.345	0.076	0.63
3174	897	0.345	0.111	0.57
8703	7252	0.345	0.183	0.63
11394	10940	0.345	0.098	0.58
4133	8341	0.345	0.074	0.68
30	8899	0.345	0.159	0.52
813	8890	0.345	0.104	0.84
6922	10484	0.345	0.069	0.75
13515	10212	0.345	0.094	0.63
8129	6263	0.345	0.069	0.59
12464	898	0.345	0.156	0.49
675	9687	0.345	0.085	0.72
13519	3912	0.345	0.185	0.56
7850	7836	0.345	0.286	0.64
12725	751	0.345	0.111	0.64
1144	7426	0.345	0.171	0.46
242	12482	0.345	0.069	0.67
692	11213	0.345	0.175	0.50
570	11065	0.345	0.142	0.64
1056	5600	0.345	0.194	0.52
9934	3742	0.345	0.069	0.34
12642	481	0.345	0.069	0.39
11401	12256	0.345	0.166	0.35
12339	9092	0.345	0.251	0.42
11411	10265	0.345	0.277	0.71
9933	12235	0.345	0.129	0.52
10642	8938	0.345	0.188	0.44
12290	7965	0.345	0.270	0.63
3090	12465	0.345	0.069	0.30
1131	897	0.345	0.126	0.52
9362	2524	0.345	0.069	0.77
9800	9686	0.345	0.244	0.68
3125	8314	0.345	0.100	0.63
7240	2935	0.345	0.072	0.64
8993	6614	0.345	0.069	0.52
3661	4393	0.345	0.073	0.62
11065	7741	0.345	0.107	0.67
5919	9932	0.344	0.080	0.57
2353	11399	0.344	0.159	0.68
8108	7823	0.344	0.069	0.74
11090	7267	0.344	0.225	0.60
8664	9934	0.344	0.114	0.26
7216	7707	0.344	0.145	0.38
11464	7040	0.344	0.101	0.70
7241	7334	0.344	0.083	0.71
12594	8071	0.344	0.105	0.38
13187	2250	0.344	0.234	0.43
2250	1016	0.344	0.096	0.64
1071	1276	0.344	0.097	0.43
13519	11774	0.344	0.137	0.45
7806	4131	0.344	0.185	0.45
160	1526	0.344	0.178	0.48
7171	4849	0.344	0.253	0.30
12632	10197	0.344	0.119	0.32
11401	6949	0.344	0.216	0.34
8914	8146	0.344	0.088	0.35
9487	8071	0.344	0.161	0.37
11026	897	0.344	0.073	0.54
3355	9514	0.344	0.163	0.33
12962	6221	0.344	0.088	0.51
13669	2974	0.344	0.069	0.32
6899	11608	0.344	0.086	0.48
11065	7554	0.344	0.069	0.61
1891	3758	0.344	0.069	0.70
12328	13519	0.344	0.144	0.53
9847	1414	0.344	0.159	0.58
8935	11604	0.344	0.233	0.49
7385	11508	0.344	0.202	0.54
1577	9829	0.344	0.299	0.48
12681	9790	0.344	0.234	0.41
5618	3150	0.344	0.069	0.34
781	2739	0.344	0.191	0.55
6278	4716	0.344	0.101	0.70
13221	10484	0.344	0.110	0.65
11398	8860	0.344	0.127	0.65
11037	7582	0.344	0.271	0.70
7273	8166	0.344	0.133	0.42
1518	897	0.344	0.167	0.59
10020	12842	0.344	0.167	0.42
12290	10987	0.344	0.221	0.67
6298	6772	0.344	0.125	0.35
1335	9933	0.344	0.074	0.48
8898	8239	0.344	0.111	0.41
13516	11122	0.344	0.069	0.65
8672	2739	0.344	0.078	0.59
10197	1686	0.344	0.121	0.29
7976	1144	0.344	0.160	0.45
1815	5875	0.344	0.069	0.21
1660	12678	0.344	0.069	0.49
13905	9829	0.344	0.069	0.56
8576	11400	0.344	0.302	0.55
11593	355	0.344	0.017	0.54
11395	781	0.344	0.075	0.65
7216	1137	0.344	0.100	0.38
12928	13519	0.344	0.099	0.70
13519	9725	0.344	0.167	0.54
12681	9686	0.344	0.220	0.60
10038	6060	0.344	0.115	0.59
12672	2285	0.344	0.069	0.32
12614	10981	0.344	0.193	0.46
8537	8071	0.344	0.128	0.42
11400	8410	0.344	0.176	0.57
7520	1526	0.344	0.134	0.52
11397	12256	0.344	0.214	0.65
582	8108	0.344	0.117	0.61
10212	7555	0.344	0.142	0.62
7805	3125	0.344	0.088	0.55
9770	9210	0.344	0.204	0.62
8993	699	0.344	0.069	0.43
11685	3241	0.344	0.069	0.61
407	13187	0.344	0.183	0.58
9934	11650	0.344	0.069	0.37
12811	11397	0.344	0.118	0.73
9775	2285	0.344	0.077	0.45
9800	8958	0.344	0.191	0.55
7186	233	0.344	0.069	0.70
7216	7793	0.344	0.213	0.36
3661	4464	0.344	0.265	0.54
7733	10075	0.344	0.069	0.65
11604	9006	0.344	0.078	0.39
10567	623	0.344	0.150	0.26
9932	10987	0.344	0.179	0.68
7460	5987	0.344	0.091	0.54
2	12438	0.344	0.227	0.62
10513	9774	0.344	0.199	0.36
11393	11448	0.344	0.074	0.62
13802	12629	0.344	0.282	0.57
8131	9739	0.343	0.125	0.30
14024	7807	0.343	0.316	0.63
9978	2250	0.343	0.069	0.74
8728	7741	0.343	0.165	0.51
13519	10617	0.343	0.193	0.66
8077	1071	0.343	0.069	0.32
7473	6344	0.343	0.234	0.42
6577	2002	0.343	0.142	0.58
2194	12061	0.343	0.069	0.48
12594	2250	0.343	0.088	0.63
12980	11652	0.343	0.151	0.64
10658	3	0.343	0.070	0.71
8703	12235	0.343	0.212	0.62
478	233	0.343	0.069	0.66
12397	11022	0.343	0.115	0.35
7664	8669	0.343	0.266	0.51
11401	3878	0.343	0.069	0.69
2569	8001	0.343	0.137	0.61
495	8832	0.343	0.071	0.47
12851	8669	0.343	0.084	0.83
8575	7221	0.343	0.069	0.65
9476	6623	0.343	0.086	0.37
6519	897	0.343	0.179	0.53
11394	13671	0.343	0.167	0.78
3407	195	0.343	0.182	0.53
7241	9156	0.343	0.069	0.64
7216	7426	0.343	0.130	0.40
13519	13154	0.343	0.099	0.56
12399	13934	0.343	0.125	0.47
11410	8901	0.343	0.083	0.53
2524	8011	0.343	0.142	0.72
8997	8920	0.343	0.108	0.58
6926	7896	0.343	0.200	0.78
6082	8220	0.343	0.181	0.61
11411	12468	0.343	0.144	0.70
7172	10196	0.343	0.085	0.57
6233	13915	0.343	0.069	0.28
3407	4665	0.343	0.135	0.44
6794	11615	0.343	0.109	0.42
1070	6533	0.343	0.069	0.62
12482	237	0.343	0.093	0.72
12484	2495	0.343	0.069	0.45
8871	897	0.343	0.103	0.57
9469	8628	0.343	0.072	0.77
13452	12790	0.343	0.148	0.33
7751	11604	0.343	0.124	0.40
13824	2543	0.343	0.194	0.43
13262	2285	0.343	0.069	0.61
837	12681	0.343	0.215	0.25
11774	12290	0.343	0.231	0.61
11463	5351	0.343	0.197	0.66
9739	13147	0.343	0.134	0.42
7676	897	0.343	0.109	0.44
1018	394	0.343	0.126	0.62
6357	11397	0.343	0.093	0.60
886	1448	0.343	0.152	0.29
12935	8108	0.343	0.190	0.68
13551	8938	0.343	0.134	0.49
12681	5909	0.343	0.211	0.57
8720	383	0.343	0.103	0.67
9800	12681	0.343	0.198	0.30
